Total Kasus;Aceh;Bali;Banten;Babel;Bengkulu;DIY;Jakarta;Jambi;Jabar;Jateng;Jatim;Kalbar;Kaltim;Kalteng;Kalsel;Kaltara;Kep Riau;NTB;Sumsel;Sumbar;Sulut;Sumut;Sultra;Sulsel;Sulteng;Lampung;Riau;Malut;Maluku;Papbar;Papua;Sulbar;NTT;Gorontalo;?
10/05/21;11898;45832;48129;15041;7301;41204;416341;8447;292592;188065;150107;8680;69673;20928;33658;11871;12541;10774;21771;39343;15682;30147;10455;61663;12540;16635;49437;4434;7596;9095;20428;5481;15362;5424;0
11/05/21;11998;45933;48211;15184;7317;41358;416747;8511;293965;188605;150364;8768;69749;20986;33704;11882;12688;10789;21871;39574;15688;30230;10463;61689;12597;16720;50024;4436;7597;9116;20430;5484;15487;5431;0
12/05/21;12126;46030;48267;15395;7367;41575;417403;8571;294779;188714;150612;8906;69875;21065;33789;11882;12813;10810;21997;40017;15697;30308;10470;61700;12663;16808;50547;4436;7597;9139;20433;5486;15496;5431;0
13/05/21;12152;46124;48301;15468;7402;41680;418188;8585;295179;189194;150760;9009;69958;21124;33816;11882;12911;10815;22096;40111;15723;30390;10470;61702;12665;16857;51060;4441;7597;9141;20433;5486;15500;5432;0
14/05/21;12157;46171;48340;15533;7431;41777;418820;8649;295789;189356;150901;9116;69971;21179;33835;11891;13009;10827;22163;40111;15723;30476;10470;61708;12681;16886;51172;4441;7629;9144;20433;5486;15577;5433;0
15/05/21;12214;46216;48362;15574;7435;41871;419047;8649;296512;189604;151084;9183;70023;21206;33836;11894;13199;10832;22237;40111;15723;30552;10470;61710;12685;16951;51318;4448;7636;9149;20433;5491;15582;5433;0
16/05/21;12249;46290;48428;15649;7443;42006;419208;8671;297304;189950;151248;9280;70079;21252;33873;11895;13421;10850;22314;40252;15723;30632;10470;61714;12685;17009;51673;4449;7636;9155;20433;5491;15582;5436;0
17/05/21;12340;46364;48481;15757;7447;42142;419629;8692;298665;190623;151450;9352;70138;21309;33898;11899;13527;10862;22420;40379;15724;30723;10471;61734;12699;17069;51990;4449;7656;9156;20433;5494;15635;5438;0
18/05/21;12468;46443;48510;15888;7473;42297;419848;8697;299784;191184;151677;9485;70276;21392;33940;11904;13691;10912;22488;40609;15724;30818;10472;61756;12716;17124;52311;4453;7656;9176;20433;5496;15685;5444;0
19/05/21;12615;46555;48563;16052;7508;42524;420459;8742;301003;191588;151931;9602;70404;21474;33995;11942;13828;10966;22563;40904;15727;30910;10477;61795;12724;17188;52696;4455;7656;9182;20433;5496;15695;5449;0
20/05/21;12814;46638;48650;16246;7545;42793;421354;8825;302335;192138;152190;9730;70504;21568;34076;11975;14033;10982;22658;41253;15734;31008;10492;61852;12732;17257;53117;4463;7663;9188;20433;5496;15707;5449;0
21/05/21;12990;46738;48712;16486;7625;42991;422210;8892;303420;192791;152434;9847;70591;21660;34161;12005;14269;11017;22778;41615;15736;31105;10493;61906;12739;17343;53629;4465;7671;9218;20433;5497;15723;5454;0
22/05/21;13125;46788;48778;16676;7685;43129;423142;8955;304417;193277;152667;9931;70690;21756;34209;12038;14443;11047;22982;41916;15747;31192;10493;61909;12754;17413;54268;4472;7671;9223;20433;5498;15759;5457;0
23/05/21;13229;46856;48814;16859;7755;43281;424009;9010;305387;193637;152895;10049;70793;21852;34282;12084;14658;11073;23176;42297;15755;31276;10494;61950;12766;17517;54860;4481;7676;9247;20433;5498;15809;5462;0
